"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1002504,"     C/2008 J5 (Garradd)","2008 J5",Garradd,C,,,0,,,10.6,15.9,17.,5.,0.03,,,,,,,,,,,,,"JPL 14",2454642.5,54642,2008-06-25.0,J2000,0.9729,72.44,1.964,93.27,287.08,313.38,0.14,142.91,0.001599,2454557.57,2008-04-01.0,2.25e+05,617,1.17,453,2.28,-0.027,9.0e-05,2.4e-01,4.6e-05,1.3e-03,3.9e-05,2.7e-03,6.9e-04,4.8e-01,8.0e-06,5.5e-03,1.1e+03,COM,"Otto Matic",107,2008-05-13,2008-08-28,128,,,4,.57314,,,,,,,,,
1002505,"     C/2008 J6 (Hill)","2008 J6",Hill,C,,,0,,,13.4,,4.5,,,,,,,,,,,,,,,"JPL 28",2454654.5,54654,2008-07-07.0,J2000,1.0021,-937.2,2.004,44.99,298.18,10.70,0.00,,3.435e-05,2454567.44,2008-04-10.9,,,0.997,388,3.1,,1.2e-05,5.3e+00,2.0e-06,5.0e-05,8.6e-05,1.2e-04,2.5e-05,,2.9e-07,2.3e-04,,HYP,"Otto Matic",471,2007-08-24,2008-12-07,385,,,,.71674,,,,,,,,,
1002977,"     C/2008 J7 (SOHO)","2008 J7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454588.6,54588,2008-05-02.0,J2000,1.0000,,0.009,145.05,347.71,71.48,,,,2454588.58,2008-05-02.0,,,,,,,,,,,,,,,,,,PAR,,0,2008-05-01,2008-05-01,12,,,,,T,,,,,,,,
1002978,"     C/2008 J8 (SOHO)","2008 J8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454592.0,54592,2008-05-05.5,J2000,1.0000,,0.007,144.52,4.75,83.91,,,,2454592.01,2008-05-05.5,,,,,,,,,,,,,,,,,,PAR,,0,2008-05-05,2008-05-05,10,,,,,T,,,,,,,,
1002979,"     C/2008 J9 (SOHO)","2008 J9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454592.2,54592,2008-05-05.7,J2000,1.0000,,0.005,143.21,1.11,79.14,,,,2454592.22,2008-05-05.7,,,,,,,,,,,,,,,,,,PAR,,0,2008-05-05,2008-05-05,10,,,,,T,,,,,,,,
1002980,"     C/2008 J10 (SOHO)","2008 J10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454593.7,54593,2008-05-07.2,J2000,1.0000,,0.037,72.18,73.31,56.96,,,,2454593.74,2008-05-07.2,,,,,,,,,,,,,,,,,,PAR,,1,2008-05-06,2008-05-07,21,,,,,T,,,,,,,,
1002981,"     C/2008 J11 (SOHO)","2008 J11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454594.5,54594,2008-05-08.0,J2000,1.0000,,0.005,144.89,6.86,84.81,,,,2454594.52,2008-05-08.0,,,,,,,,,,,,,,,,,,PAR,,0,2008-05-07,2008-05-07,7,,,,,T,,,,,,,,
1002982,"     C/2008 J12 (SOHO)","2008 J12",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454594.8,54594,2008-05-08.2,J2000,1.0000,,0.038,70.94,71.57,57.28,,,,2454594.79,2008-05-08.2,,,,,,,,,,,,,,,,,,PAR,,1,2008-05-07,2008-05-08,32,,,,,T,,,,,,,,
1002983,"     C/2008 J13 (SOHO)","2008 J13",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454599.0,54598,2008-05-12.5,J2000,1.0000,,0.009,138.55,20.06,86.38,,,,2454599.00,2008-05-12.5,,,,,,,,,,,,,,,,,,PAR,,0,2008-05-12,2008-05-12,11,,,,,T,,,,,,,,
1002984,"     C/2008 J14 (SOHO)","2008 J14",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454600.9,54600,2008-05-14.4,J2000,1.0000,,0.004,144.10,356.81,77.57,,,,2454600.90,2008-05-14.4,,,,,,,,,,,,,,,,,,PAR,,2,2008-05-12,2008-05-14,52,,,,,T,,,,,,,,
1002985,"     C/2008 J15 (SOHO)","2008 J15",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454600.0,54599,2008-05-13.4,J2000,1.0000,,0.005,144.85,3.15,83.62,,,,2454599.99,2008-05-13.4,,,,,,,,,,,,,,,,,,PAR,,0,2008-05-13,2008-05-13,10,,,,,T,,,,,,,,
1002986,"     C/2008 J16 (SOHO)","2008 J16",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2454601.3,54601,2008-05-14.7,J2000,1.0000,,0.005,145.09,352.07,73.47,,,,2454601.27,2008-05-14.7,,,,,,,,,,,,,,,,,,PAR,,0,2008-05-14,2008-05-14,7,,,,,T,,,,,,,,
1002507,"     C/2008 L3 (Hill)","2008 L3",Hill,C,,,0,,,10.5,17.0,21.5,5.,0.03,,,,,,,,,,,,,"JPL 10",2454643.5,54643,2008-06-26.0,J2000,0.9938,322.4,2.011,100.20,24.19,101.81,0.01,642.71,0.0001703,2454578.91,2008-04-22.4,2.11e+06,5.79e+03,1.6,622,0.135,-0.295,6.4e-04,3.3e+01,1.6e-04,1.3e-03,1.6e-03,8.1e-03,1.7e-03,6.6e+01,2.6e-05,2.2e-02,3.3e+05,COM,"Otto Matic",51,2008-06-13,2008-08-03,82,,,,.99919,,,,,,,,,
1002509,"     C/2008 N1 (Holmes)","2008 N1",Holmes,C,,,0,,,12.8,,4.5,,,,,,,,,,,,,,,"JPL 85",2455004.5,55004,2009-06-22.0,J2000,0.9971,973.1,2.784,115.52,357.47,100.81,360.00,1943.50,3.247e-05,2455100.38,2009-09-25.8,1.11e+07,3.04e+04,2.35,915,0.654,-0.885,2.3e-06,7.8e-01,8.0e-07,1.1e-05,1.0e-05,3.4e-05,3.8e-06,1.6e+00,3.9e-08,1.4e-04,1.3e+04,COM,"Otto Matic",729,2008-07-01,2010-06-30,1522,,,,.63888,,,,,,,,,
1002511,"     P/2008 O3 (Boattini)","2008 O3",Boattini,P,,,0,,,5.5,16.0,28.5,5.,0.03,,,,,,,,,,,,,"JPL 10",2454706.5,54706,2008-08-28.0,J2000,0.6950,8.187,2.497,32.27,47.57,340.98,3.62,13.88,0.04208,2454620.58,2008-06-03.0,8.56e+03,23.4,1.52,592,2.32,2.16,2.2e-04,6.3e-03,1.1e-04,5.2e-04,8.7e-04,5.1e-03,4.6e-03,1.1e-02,4.8e-05,1.5e-02,9.8e+00,JFc,"Otto Matic",73,2008-07-29,2008-10-10,54,,,6,.50086,,,,,,,,,
1002987,"     C/2008 P1 (Garradd)","2008 P1",Garradd,C,,,0,,,11.1,,4.5,,,,,,,,,,,,,,,"JPL 72",2455068.5,55068,2009-08-25.0,J2000,1.0017,-2321,3.896,64.31,357.68,11.87,0.00,,8.814e-06,2455035.45,2009-07-22.9,,,2.91,1.13e+03,1,,4.6e-06,6.3e+00,1.9e-06,1.9e-05,1.1e-05,6.0e-05,1.2e-06,,3.6e-08,3.7e-04,,HYP,"Otto Matic",905,2008-08-13,2011-02-04,1345,,,,.61676,,,,,,,,,
1002988,"     C/2008 Q1 (Maticic)","2008 Q1",Maticic,C,,,0,,,12.8,,4.5,,,,,,,,,,,,,,,"JPL 49",2454840.5,54840,2009-01-09.0,J2000,0.9950,593.8,2.959,118.63,9.31,104.48,0.00,1184.70,6.811e-05,2454830.63,2008-12-30.1,5.29e+06,1.45e+04,2.46,958,0.638,-1.01,3.6e-06,4.3e-01,2.4e-06,1.3e-05,1.8e-05,1.0e-04,7.4e-07,8.5e-01,7.4e-08,3.8e-04,5.7e+03,COM,"Otto Matic",600,2008-08-18,2010-04-10,1021,,,,.54154,,,,,,,,,
1002990,"     C/2008 Q3 (Garradd)","2008 Q3",Garradd,C,,,0,,,6.3,12.8,16.5,5.,0.03,,,,,,,,,,,,,"JPL 58",2455070.5,55070,2009-08-27.0,J2000,0.9998,8893,1.798,140.71,219.73,340.86,0.00,17785.10,1.175e-06,2455005.59,2009-06-23.0,3.06e+08,8.39e+05,0.814,317,2.56,-1.29,2.4e-06,1.1e+02,5.0e-07,1.5e-05,2.0e-05,4.1e-05,1.4e-06,2.1e+02,2.1e-08,7.8e-05,5.4e+06,COM,"Otto Matic",431,2009-03-29,2010-06-03,701,,,,.7247,,,,,,,,,
1002992,"     C/2008 R3 (LINEAR)","2008 R3",LINEAR,C,,,0,,,13.4,,8.5,,,,,,,,,,,,,,,"JPL 31",2454772.5,54772,2008-11-02.0,J2000,0.8964,18.42,1.909,43.24,270.55,84.16,359.74,34.93,0.01247,2454792.99,2008-11-22.4,2.89e+04,79,1.32,513,0.697,1.5,3.4e-05,6.1e-03,1.1e-05,5.2e-05,4.2e-04,4.3e-04,1.2e-04,1.2e-02,6.2e-06,5.9e-04,1.4e+01,HTC,"Otto Matic",176,2008-09-07,2009-03-02,517,,,4,.46916,,,,,,,,,
1002998,"     C/2008 S3 (Boattini)","2008 S3",Boattini,C,,,0,,,8.3,,6.,,,,,,,,,,,,,,,"JPL 144",2455670.5,55670,2011-04-19.0,J2000,1.0011,-7441,8.018,162.70,54.94,39.94,-0.00,,1.535e-06,2455719.52,2011-06-07.0,,,7.04,2.74e+03,3.31,,5.4e-06,3.7e+01,5.8e-06,1.1e-05,3.3e-05,5.7e-05,5.6e-07,,1.2e-08,8.5e-04,,HYP,"Otto Matic",3124,2006-12-27,2015-07-17,1909,,,,.7327,,,,,,,,,
1003000,"     C/2008 T2 (Cardinal)","2008 T2",Cardinal,C,,,0,,,11.2,,5.25,,,,,,,,,,,,,,,"JPL 50",2454870.5,54870,2009-02-08.0,J2000,1.0001,-1.103e+04,1.202,56.30,309.68,215.87,-0.00,,8.511e-07,2454995.74,2009-06-13.2,,,0.318,124,1.53,0.754,3.2e-06,3.2e+02,1.3e-06,3.3e-05,4.6e-05,9.4e-05,4.7e-06,,3.7e-08,1.1e-04,,HYP,"Otto Matic",338,2008-10-06,2009-09-09,1309,,,,.59768,,,,,,,,,
1003005,"     C/2008 X3 (LINEAR)","2008 X3",LINEAR,C,,,0,,,11.7,16.4,16.25,5.,0.03,,,,,,,,,,,,,"JPL 15",2454838.5,54838,2009-01-07.0,J2000,0.9565,43.76,1.902,66.47,337.75,140.80,0.30,85.62,0.003404,2454750.09,2008-10-10.5,1.06e+05,290,1.05,410,2.68,0.794,3.5e-05,3.6e-02,3.1e-05,5.8e-04,2.6e-04,1.5e-03,3.8e-04,7.1e-02,4.2e-06,2.3e-03,1.3e+02,COM,"Otto Matic",90,2008-12-04,2009-03-04,127,,,4,.77268,,,,,,,,,
1003008,"     P/2008 Y3 (McNaught)","2008 Y3",McNaught,P,,,0,,,4.5,12.5,16.5,5.,0.03,,,,,,,,,,,,,"JPL 20",2454879.5,54879,2009-02-17.0,J2000,0.4477,8.028,4.434,38.81,262.93,238.28,1.56,11.62,0.04333,2454843.47,2009-01-11.9,8.31e+03,22.7,3.61,1.41e+03,0.0627,2.38,1.5e-05,2.3e-04,9.9e-06,3.7e-05,8.5e-05,2.6e-04,1.1e-04,3.4e-04,1.9e-06,2.0e-03,3.6e-01,JFc,"Otto Matic",927,2007-12-18,2010-07-02,164,,,3,.69721,,,,,,,,,
1003317,"     P/2008 Y12 (SOHO)","2008 Y12",SOHO,P,Y,,0,,,,,,,,,,,,,,,,,,,,"JPL 5",2455493.5,55493,2010-10-24.0,J2000,0.9788,3.078,0.065,23.35,312.57,146.62,122.37,6.09,0.1825,2454822.97,2008-12-22.4,1.97e+03,5.4,0.0446,17.4,0.95,1.98,3.7e-04,3.6e-05,1.1e-03,9.8e-02,1.1e+00,9.3e-01,4.1e-03,7.2e-05,3.2e-06,1.1e-02,3.5e-02,JFC,"Otto Matic",1973,2008-12-21,2014-05-17,76,,,4,.1675,,,,,,,,,
1003010,"     P/2009 B1 (Boattini)","2009 B1",Boattini,P,,,0,,,13.2,16.0,10.,5.,0.03,,,,,,,,,,,,,"JPL 11",2454862.5,54862,2009-01-31.0,J2000,0.6372,6.688,2.427,22.23,297.44,128.59,359.65,10.95,0.05698,2454868.70,2009-02-06.2,6.32e+03,17.3,1.51,586,0.625,2.4,5.8e-05,1.1e-03,2.5e-05,2.2e-04,8.7e-04,2.2e-03,2.5e-04,1.8e-03,1.4e-05,5.4e-03,1.6e+00,JFc,"Otto Matic",131,2008-11-18,2009-03-29,111,,,5,.58766,,,,,,,,,
1003012,"     C/2009 B2 (LINEAR)","2009 B2",LINEAR,C,,,0,,,13.0,15.6,10.,5.,0.03,,,,,,,,,,,,,"JPL 20",2454901.5,54901,2009-03-11.0,J2000,0.9443,41.77,2.328,156.87,18.81,192.50,0.01,81.22,0.00365,2454897.89,2009-03-07.3,9.86e+04,270,1.33,519,1.9,-1.59,1.5e-04,1.1e-01,2.6e-05,3.4e-04,4.1e-04,1.4e-03,6.3e-05,2.2e-01,1.5e-05,2.9e-03,4.0e+02,COM,"Otto Matic",100,2009-01-29,2009-05-09,187,,,5,.76239,,,,,,,,,
1003013,"     C/2009 E1 (Itagaki)","2009 E1",Itagaki,C,,,0,,,13.5,17.0,16.5,5.,0.03,,,,,,,,,,,,,"JPL 30",2454950.5,54950,2009-04-29.0,J2000,0.9851,40.18,0.600,127.45,105.96,48.96,0.08,79.75,0.00387,2454929.42,2009-04-07.9,9.3e+04,255,0.23,89.5,0.709,-0.452,1.1e-06,3.1e-03,2.9e-07,7.5e-05,4.6e-05,3.0e-05,9.4e-06,6.1e-03,4.4e-07,1.8e-05,1.1e+01,COM,"Otto Matic",158,2009-03-14,2009-08-19,562,,,2,.83417,,,,,,,,,
1003014,"     C/2009 F1 (Larson)","2009 F1",Larson,C,,,0,,,14.9,17.5,11.5,5.,0.03,,,,,,,,,,,,,"JPL 12",2454916.5,54916,2009-03-26.0,J2000,0.9827,106,1.831,171.38,357.95,219.58,359.92,210.11,0.0009035,2455008.39,2009-06-25.8,3.98e+05,1.09e+03,0.853,332,0.317,-1.6,6.1e-04,3.7e+00,2.7e-04,8.3e-04,9.1e-04,2.2e-02,4.4e-03,7.4e+00,4.8e-05,4.3e-02,2.1e+04,COM,"Otto Matic",68,2009-03-16,2009-05-23,159,,,,.57161,,,,,,,,,
1003015,"     C/2009 F2 (McNaught)","2009 F2",McNaught,C,,,0,,,6.4,10.7,10.,5.,0.03,,,,,,,,,,,,,"JPL 46",2455386.5,55386,2010-07-09.0,J2000,0.9830,346.1,5.875,59.37,214.06,336.34,0.04,686.40,0.000153,2455149.61,2009-11-14.1,2.35e+06,6.44e+03,4.93,1.92e+03,0.688,1.54,1.7e-05,3.6e-01,1.4e-05,3.0e-05,1.7e-05,1.9e-04,5.6e-05,7.1e-01,2.4e-07,2.2e-03,3.6e+03,COM,"Otto Matic",1222,2009-03-19,2012-07-23,363,,,,.81925,,,,,,,,,
1003016,"     C/2009 F4 (McNaught)","2009 F4",McNaught,C,,,0,,,5.8,,7.,,,,,,,,,,,,,,,"JPL 163",2455854.5,55854,2011-10-20.0,J2000,1.0018,-3013,5.455,79.35,53.58,260.38,-0.00,,5.96e-06,2455927.37,2011-12-31.8,,,5.17,2.01e+03,2.89,,2.8e-06,4.7e+00,1.4e-06,1.3e-05,1.0e-05,2.6e-05,1.0e-06,,1.4e-08,3.4e-04,,HYP,"Otto Matic",2164,2009-03-19,2015-02-20,1187,,,,.70323,,,,,,,,,
1003017,"     C/2009 F5 (McNaught)","2009 F5",McNaught,C,,,0,,,12.8,,4.5,,,,,,,,,,,,,,,"JPL 25",2454958.5,54958,2009-05-07.0,J2000,0.9720,80.17,2.245,84.99,219.06,297.37,0.25,158.09,0.001373,2454775.33,2008-11-04.8,2.62e+05,718,1.64,638,1.4,0.226,3.8e-05,1.1e-01,2.4e-05,6.4e-04,4.0e-05,1.0e-03,5.2e-04,2.2e-01,2.8e-06,2.5e-03,5.4e+02,COM,"Otto Matic",148,2009-03-20,2009-08-15,444,,,4,.56821,,,,,,,,,
1003019,"     C/2009 F6 (Yi-SWAN)","2009 F6",Yi-SWAN,C,,,0,,,9.7,13.2,13.,5.,0.03,,,,,,,,,,,,,"JPL 29",2454973.5,54973,2009-05-22.0,J2000,0.9975,512.6,1.274,85.76,278.68,129.77,0.00,1023.93,8.492e-05,2454958.93,2009-05-07.4,4.24e+06,1.16e+04,0.505,196,0.724,0.113,4.4e-06,9.1e-01,1.1e-06,4.1e-05,4.8e-05,1.3e-04,3.3e-06,1.8e+00,2.3e-07,1.4e-04,1.1e+04,COM,"Otto Matic",330,2009-04-06,2010-03-02,487,,,,.65944,,,,,,,,,
1003020,"     C/2009 G1 (STEREO)","2009 G1",STEREO,C,,,0,,,9.1,13.6,17.25,5.,0.03,,,,,,,,,,,,,"JPL 9",2454960.5,54960,2009-05-09.0,J2000,0.9977,486.2,1.129,108.31,120.63,175.44,0.00,971.29,9.193e-05,2454938.01,2009-04-16.5,3.92e+06,1.07e+04,0.115,44.8,3.97,-0.403,7.1e-05,1.5e+01,1.7e-05,1.9e-04,6.9e-04,2.5e-03,9.6e-05,3.0e+01,4.2e-06,2.1e-03,1.8e+05,COM,"Otto Matic",113,2009-04-09,2009-07-31,119,,,,.73656,,,,,,,,,
1003022,"     C/2009 K2 (Catalina)","2009 K2",Catalina,C,,,0,,,11.8,,7.,,,,,,,,,,,,,,,"JPL 37",2455057.5,55057,2009-08-14.0,J2000,0.9978,1461,3.246,66.82,123.81,147.69,360.00,2919.69,1.764e-05,2455234.99,2010-02-07.4,2.04e+07,5.59e+04,2.34,911,1.5,0.882,8.0e-06,5.2e+00,3.6e-06,1.6e-05,3.9e-05,1.8e-04,1.7e-05,1.0e+01,9.5e-08,8.9e-04,1.1e+05,COM,"Otto Matic",424,2009-05-18,2010-07-16,665,,,,.62871,,,,,,,,,
1003023,"     C/2009 K3 (Beshore)","2009 K3",Beshore,C,,,0,,,9.0,,10.,,,,,,,,,,,,,,,"JPL 6",2454978.5,54978,2009-05-27.0,J2000,1.0000,,2.869,144.42,0.73,268.40,,,,2455547.47,2010-12-16.9,,,2.15,835,0.169,,1.6e+00,,9.2e+00,2.5e+01,5.7e+00,1.2e+02,,,,8.3e+02,,PAR,"Otto Matic",2,2009-05-26,2009-05-28,20,,,,.38586,T,,,,,,,,
1003024,"     C/2009 K4 (Gibbs)","2009 K4",Gibbs,C,,,0,,,13.8,15.9,10.,5.,0.03,,,,,,,,,,,,,"JPL 10",2454991.5,54991,2009-06-09.0,J2000,0.9625,41.33,1.549,34.82,30.13,127.47,359.96,81.12,0.003709,2455001.88,2009-06-19.3,9.71e+04,266,0.712,277,0.736,1.38,7.1e-04,7.8e-01,1.6e-04,4.6e-04,3.8e-03,2.7e-03,1.1e-03,1.5e+00,1.1e-04,4.1e-03,2.8e+03,COM,"Otto Matic",60,2009-05-27,2009-07-26,125,,,6,.73665,,,,,,,,,
1003025,"     C/2009 K5 (McNaught)","2009 K5",McNaught,C,,,0,,,11.9,,5.,,,,,,,,,,,,,,,"JPL 80",2455390.5,55390,2010-07-13.0,J2000,1.0008,-1696,1.422,103.88,257.86,66.17,0.00,,1.411e-05,2455316.52,2010-04-30.0,,,0.798,311,0.126,,6.3e-07,1.3e+00,2.2e-07,1.2e-05,8.3e-06,1.2e-05,1.2e-06,,1.6e-08,2.3e-05,,HYP,"Otto Matic",913,2009-05-27,2011-11-26,2488,,,,.56915,,,,,,,,,
1003027,"     C/2009 O2 (Catalina)","2009 O2",Catalina,C,,,0,,,12.9,,7.5,,,,,,,,,,,,,,,"JPL 23",2455135.5,55135,2009-10-31.0,J2000,0.9975,278.1,0.696,107.96,310.23,133.40,359.97,555.53,0.0002125,2455279.91,2010-03-24.4,1.69e+06,4.64e+03,0.146,57,0.207,-0.3,3.2e-06,3.6e-01,7.7e-07,7.3e-05,2.0e-05,1.4e-04,6.0e-05,7.2e-01,4.1e-07,7.4e-05,3.3e+03,COM,"Otto Matic",247,2009-07-27,2010-03-31,281,,,,.84067,,,,,,,,,
1003028,"     P/2009 O3 (Hill)","2009 O3",Hill,P,,,0,,,15.2,,4.5,,,,,,,,,,,,,,,"JPL 25",2455082.5,55082,2009-09-08.0,J2000,0.6869,7.824,2.450,16.22,183.76,154.55,5.06,13.20,0.04503,2454970.10,2009-05-18.6,7.99e+03,21.9,1.45,565,0.95,2.38,2.7e-05,6.4e-04,2.7e-05,1.8e-04,1.8e-04,1.5e-03,5.0e-04,1.1e-03,5.5e-06,3.1e-03,9.8e-01,JFc,"Otto Matic",163,2009-07-24,2010-01-03,328,,,4,.64669,,,,,,,,,
1003029,"     C/2009 O4 (Hill)","2009 O4",Hill,C,,,0,,,4.9,12.9,21.,5.,0.03,,,,,,,,,,,,,"JPL 27",2455077.5,55077,2009-09-03.0,J2000,1.0013,-1919,2.564,95.82,172.94,223.73,-0.00,,1.173e-05,2455197.78,2010-01-01.2,,,1.76,687,1.91,,3.6e-05,5.2e+01,2.3e-05,4.6e-04,7.5e-05,1.0e-03,5.7e-05,,4.8e-07,3.1e-03,,HYP,"Otto Matic",137,2009-07-30,2009-12-14,764,,,,.52501,,,,,,,,,
1003031,"     C/2009 P1 (Garradd)","2009 P1",Garradd,C,,,0,,,8.8,,4.5,,,,,,,,,,,,,,,"JPL 84",2455887.5,55887,2011-11-22.0,J2000,1.0010,-1555,1.551,106.18,326.00,90.75,-0.00,,1.608e-05,2455919.18,2011-12-23.6,,,1.25,488,1.31,-0.432,9.4e-07,1.5e+00,4.6e-07,6.2e-06,3.8e-06,1.9e-05,7.2e-07,,2.3e-08,2.9e-05,,HYP,"Otto Matic",1978,2008-09-27,2014-02-26,9044,,,,.4586,,2.0e-08,3.3e-10,-1.0e-09,1.5e-10,,,,
1003032,"     C/2009 P2 (Boattini)","2009 P2",Boattini,C,,,0,,,11.4,,4.5,,,,,,,,,,,,,,,"JPL 41",2455179.5,55179,2009-12-14.0,J2000,1.0015,-4253,6.544,163.45,60.36,76.03,-0.00,,3.554e-06,2455238.01,2010-02-10.5,,,5.58,2.17e+03,2.3,,1.5e-05,4.2e+01,1.5e-05,1.9e-05,1.4e-04,2.7e-04,3.1e-06,,5.3e-08,2.7e-03,,HYP,"Otto Matic",1060,2008-10-01,2011-08-27,507,,,,.72002,,,,,,,,,
1003035,"     P/2009 Q5 (McNaught)","2009 Q5",McNaught,P,,,0,,,13.1,,4.5,,,,,,,,,,,,,,,"JPL 27",2455113.5,55113,2009-10-09.0,J2000,0.6091,7.465,2.919,40.90,160.14,209.27,1.47,12.01,0.04832,2455083.08,2009-09-08.5,7.45e+03,20.4,1.97,765,1.89,2.13,9.4e-06,1.8e-04,1.2e-05,1.4e-04,1.3e-04,2.2e-03,3.7e-04,3.0e-04,1.8e-06,8.3e-03,2.8e-01,JFc,"Otto Matic",171,2009-08-31,2010-02-18,331,,,3,.51389,,,,,,,,,
1003036,"     C/2009 R1 (McNaught)","2009 R1",McNaught,C,,,0,,,9.9,,6.75,,,,,,,,,,,,,,,"JPL 29",2455297.5,55297,2010-04-11.0,J2000,1.0004,-980.4,0.405,77.03,322.62,130.69,-0.00,,3.211e-05,2455380.18,2010-07-02.6,,,0.446,174,1.22,,2.4e-06,5.6e+00,1.5e-06,8.5e-05,2.3e-05,2.3e-04,2.3e-05,,2.7e-07,3.2e-05,,HYP,"Otto Matic",315,2009-08-18,2010-06-29,751,,,,.70513,,,,,,,,,
1003039,"     C/2009 S3 (Lemmon)","2009 S3",Lemmon,C,,,0,,,11.7,,4.5,,,,,,,,,,,,,,,"JPL 62",2455891.5,55891,2011-11-26.0,J2000,1.0014,-4562,6.475,60.38,225.13,129.76,-0.00,,3.198e-06,2455906.75,2011-12-11.2,,,5.73,2.23e+03,2.58,,1.1e-05,3.5e+01,8.9e-06,2.7e-05,3.0e-05,1.0e-04,5.7e-07,,3.7e-08,1.3e-03,,HYP,"Otto Matic",1586,2009-09-24,2014-01-27,278,,,,.76625,,,,,,,,,
1003041,"     C/2009 T1 (McNaught)","2009 T1",McNaught,C,,,0,,,8.1,11.2,7.5,5.,0.03,,,,,,,,,,,,,"JPL 29",2455288.5,55288,2010-04-02.0,J2000,0.9983,3675,6.220,89.89,54.41,282.53,0.00,7344.02,4.424e-06,2455112.75,2009-10-08.2,8.14e+07,2.23e+05,5.93,2.31e+03,3.73,0.007,2.8e-05,6.1e+01,3.2e-05,4.9e-05,8.6e-05,7.9e-04,1.9e-05,1.2e+02,1.1e-07,9.0e-03,2.0e+06,COM,"Otto Matic",725,2009-10-09,2011-10-04,141,,,,.6113,,,,,,,,,
1003042,"     P/2009 T2 (La Sagra)","2009 T2","La Sagra",P,,,0,,,13.8,15.8,10.5,5.,0.03,,,,,,,,,,,,,"JPL 30",2455153.5,55153,2009-11-18.0,J2000,0.7690,7.596,1.755,28.11,215.99,215.47,357.37,13.44,0.04708,2455209.34,2010-01-12.8,7.65e+03,20.9,0.822,320,0.976,2.05,4.6e-06,1.6e-04,2.5e-06,6.1e-05,1.6e-05,1.6e-04,8.1e-05,2.8e-04,1.5e-06,2.6e-04,2.4e-01,JFc,"Otto Matic",182,2009-09-18,2010-03-19,882,,,3,.44584,,,,,,,,,
1003043,"     C/2009 T3 (LINEAR)","2009 T3",LINEAR,C,,,0,,,13.6,,8.75,,,,,,,,,,,,,,,"JPL 24",2455167.5,55167,2009-12-02.0,J2000,0.9995,4311,2.281,148.74,60.09,32.45,360.00,8619.64,3.482e-06,2455208.56,2010-01-12.0,1.03e+08,2.83e+05,1.34,522,2.12,-1.6,8.9e-06,7.3e+01,2.0e-06,4.3e-05,2.3e-05,1.4e-04,3.6e-06,1.5e+02,8.8e-08,4.0e-04,2.6e+06,COM,"Otto Matic",301,2009-10-14,2010-08-11,401,,,,.59509,,,,,,,,,
1003045,"     C/2009 U1 (Garradd)","2009 U1",Garradd,C,,,0,,,7.8,11.9,10.,5.,0.03,,,,,,,,,,,,,"JPL 4",2455123.5,55123,2009-10-19.0,J2000,1.0150,-358.6,5.383,91.24,43.39,269.04,0.05,,0.0001451,2454747.42,2008-10-07.9,,,5.27,2.05e+03,3.49,,5.5e-01,1.3e+04,4.6e+00,1.5e+01,1.8e+01,1.1e+02,3.0e+00,,8.0e-03,7.7e+02,,HYP,"Otto Matic",2,2009-10-17,2009-10-19,10,,,,.72828,T,,,,,,,,
1003046,"     C/2009 U3 (Hill)","2009 U3",Hill,C,,,0,,,15.4,,6.,,,,,,,,,,,,,,,"JPL 36",2455197.5,55197,2010-01-01.0,J2000,0.9916,167.9,1.414,51.26,49.32,77.70,359.96,334.41,0.000453,2455275.75,2010-03-20.2,7.95e+05,2.18e+03,0.868,338,1.1,0.952,2.8e-06,5.5e-02,1.1e-06,3.1e-05,1.2e-05,7.2e-05,1.8e-05,1.1e-01,2.2e-07,8.1e-05,3.9e+02,COM,"Otto Matic",241,2009-10-20,2010-06-18,602,,,,.71454,,,,,,,,,
